	transportmean_name	line_number	order_number	stop_id	stop_code	stop_name	stop_desc	stop_lat	stop_lon	zone_id	stop_url	location_type	parent_station	stop_timezone	wheelchair_boarding	metro_linked	ml_linked	cr_linked	accesible	parking
88	METRO	12	12_11	par_4_219	219	Hospital de Fuenlabrada	Cmno del Molino 3	40.28576450277	-3.81632835794833	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_219.aspx	0	est_4_219		2	No	No	No	Yes	No
89	METRO	12	12_10	par_4_218	218	Loranca	Calle de la Alegría 4	40.296819813621894	-3.83759295120372	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_218.aspx	0	est_4_218		2	No	No	No	Yes	No
90	METRO	12	12_9	par_4_217	217	Manuela Malasaña	Plaza   Sol de 9001 SN	40.309040633322	-3.86392772849615	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_217.aspx	0	est_4_217		2	No	No	No	Yes	No
91	METRO	12	12_8	par_4_216	216	Hospital de Móstoles	Calle del Río Sella 10	40.3165369216206	-3.8746156400644303	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_216.aspx	0	est_4_216		2	No	No	No	Yes	No
92	METRO	12	12_7	par_4_215	215	Pradillo	Calle de Agustina de Aragón 23	40.3216918515746	-3.86479520396452	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_215.aspx	0	est_4_215		2	No	No	No	Yes	No
93	METRO	12	12_6	par_4_214	214	Móstoles Central	Paseo de la Estación 13	40.328512752360794	-3.8634461541551803	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_214.aspx	0	est_4_214		2	No	No	C-5	Yes	No
94	METRO	12	12_5	par_4_213	213	Universidad Rey Juan Carlos	Calle   Tulipán 2	40.3351325965559	-3.8720891654036302	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_213.aspx	0	est_4_213		2	No	No	No	Yes	No
95	METRO	12	12_4	par_4_212	212	Parque Oeste	Calle de Estambul 5	40.345906189699605	-3.8492442693442004	B1	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_212.aspx	0	est_4_212		2	No	No	No	Yes	No
96	METRO	12	12_17	par_4_225	225	Alonso de Mendoza	Calle del Greco 6	40.300822633681996	-3.73654366004624	B1	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_225.aspx	0	est_4_225		2	No	No	No	Yes	No
97	METRO	12	12_14	par_4_222	222	Parque de los Estados	Calle de Venezuela 2	40.286851402181	-3.7868839242759003	B2	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_222.aspx	0	est_4_222		2	No	No	No	Yes	No
98	METRO	12	12_28	par_4_236	236	San Nicasio	Avda   Mar Mediterráneo SN	40.3361700242714	-3.7757780176708597	B1	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_236.aspx	0	est_4_236		2	No	No	No	Yes	No
99	METRO	2	2_3	par_4_323	323	Alsacia	Plaza de Alsacia S/N	40.4182989182866	-3.62341766913486		http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_323.aspx	0	est_4_323		0	No	No	No	Yes	No
100	METRO	2	2_18	par_4_40	40	Quevedo	Gta de Quevedo 1	40.433231082150606	-3.7042443778034904	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_40.aspx	0	est_4_40		0	No	No	No	No	No
101	METRO	2	2_16	par_4_38	38	Noviciado	Calle de San Bernardo 49	40.424851977439204	-3.7073280117182406	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_38.aspx	0	est_4_50		0	3/10	No	No	No	No
102	METRO	2	2_5	par_4_260	260	La Elipa	Avda del Marqués de Corbera 58	40.4266275173066	-3.6504314554157595	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_260.aspx	0	est_4_260		2	No	No	No	Yes	No
103	METRO	2	2_6	par_4_28	28	Ventas	Calle de Alcalá 204	40.430895154450795	-3.66357049769178	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_28.aspx	0	est_4_28		0	5	No	No	No	No
104	METRO	2	2_17	par_4_39	39	San Bernardo	Calle de San Bernardo 94	40.4300253572277	-3.705484161975	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_39.aspx	0	est_4_39		0	4	No	No	No	No
105	METRO	2	2_7	par_4_29	29	Manuel Becerra	Plaza de Manuel Becerra 1	40.4279169891656	-3.66916447729711	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_29.aspx	0	est_4_29		0	6	No	No	No	No
106	METRO	2	2_19	par_4_41	41	Canal	Calle de Bravo Murillo 40	40.4384202442553	-3.7042395710271605	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_41.aspx	0	est_4_41		2	7	No	No	Yes	No
107	METRO	2	2_15	par_4_37	37	Santo Domingo	Calle de San Bernardo 11	40.4213261767705	-3.70786867317035	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_37.aspx	0	est_4_37		0	No	No	No	No	No
108	METRO	2	2_14	par_4_36	36	Ópera	Plaza de Isabel II 9	40.418101019271795	-3.70933182480635	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_36.aspx	0	est_4_36		0	5/R	No	No	Yes	No
109	METRO	2	2_9	par_4_31	31	Príncipe de Vergara	Calle de Alcalá 123	40.422952720309894	-3.6800308920272897	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_31.aspx	0	est_4_31		0	9	No	No	No	No
110	METRO	2	2_10	par_4_32	32	Retiro	Calle de Alcalá 81	40.420312938167	-3.68615736017576	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_32.aspx	0	est_4_32		0	No	No	No	No	No
111	METRO	2	2_4	par_4_322	322	La Almudena	Calle de Arriaga 75	40.4236279454066	-3.6390506714897297		http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_322.aspx	0	est_4_322		0	No	No	No	Yes	No
112	METRO	2	2_12	par_4_34	34	Sevilla	Calle de Alcalá 23	40.41806388661529	-3.69915920836527	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_34.aspx	0	est_4_34		0	No	No	No	No	No
113	METRO	2	2_2	par_4_324	324	Avenida de Guadalajara	Avda de Guadalajara 110	40.422405081593396	-3.61197421620932	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_324.aspx	0	est_4_324		0	No	No	No	Yes	No
114	METRO	2	2_8	par_4_30	30	Goya	Calle de Alcalá 96	40.4245540056606	-3.6758150563135294	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_30.aspx	0	est_4_30		2	4	No	No	Yes	No
115	METRO	2	2_1	par_4_325	325	Las Rosas	Paseo de Ginebra 35	40.4237574087979	-3.60321613823535	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_325.aspx	0	est_4_325		0	No	No	No	Yes	No
116	METRO	2	2_11	par_4_33	33	Banco de España	Calle de Alcalá 49	40.4192338873049	-3.69486897098674	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_33.aspx	0	est_4_33		0	No	No	No	No	No
117	METRO	2	2_20	par_4_6	6	Cuatro Caminos	Gta de Cuatro Caminos 2	40.446980884885896	-3.70388082041143	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_6.aspx	0	est_4_6		2	1/6	No	No	Yes	No
118	METRO	2	2_13	par_4_12	12	 Sol	Plaza de la Puerta del Sol 6	40.4168864401114	-3.70316633485051	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_12.aspx	0	est_4_12		1	1/3	No	C-3/C-4	Yes	No
119	METRO	3	3_7	par_4_267	267	Almendrales	Avda de Córdoba 21	40.384108325819504	-3.6977948155001803	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_267.aspx	0	est_4_267		2	No	No	No	Yes	No
120	METRO	3	3_17	par_4_52	52	Argüelles	Calle de Alberto Aguilera 72	40.4306731701139	-3.7158772626413703	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_52.aspx	0	est_4_52		0	4/6	No	No	Yes	No
121	METRO	3	3_16	par_4_51	51	Ventura Rodríguez	Calle de la Princesa 22	40.4270944402193	-3.71331654957604	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_51.aspx	0	est_4_51		2	No	No	No	Yes	No
122	METRO	3	3_15	par_4_50	50	Plaza de España	Plaza de España 1	40.423423391095	-3.7111087783819996	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_50.aspx	0	est_4_50		2	2/10	No	No	Yes	No
123	METRO	3	3_14	par_4_49	49	Callao	Plaza del Callao 3	40.4201420432192	-3.70556950258325	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_49.aspx	0	est_4_49		2	5	No	No	Yes	No
124	METRO	3	3_12	par_4_47	47	Lavapiés	Plaza de Lavapiés 7	40.4085223867625	-3.7008164794052796	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_47.aspx	0	est_4_47		2	No	No	No	Yes	No
125	METRO	3	3_11	par_4_46	46	Embajadores	Gta de Embajadores 10	40.405133298518294	-3.7025844005621202	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_46.aspx	0	est_4_46		2	5	No	C-5	Yes	No
126	METRO	3	3_10	par_4_45	45	Palos de la Frontera	Calle de Palos de la Frontera 33	40.4030852317516	-3.6941372298236503	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_45.aspx	0	est_4_45		2	No	No	No	Yes	No
127	METRO	3	3_9	par_4_44	44	Delicias	Paseo de las Delicias 60	40.3999142708875	-3.69410465907395	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_44.aspx	0	est_4_44		2	No	No	C-1/C-7/C-10	Yes	No
128	METRO	3	3_8	par_4_43	43	Legazpi	Plaza de Legazpi 2 B	40.3911610083226	-3.69502805955814	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_43.aspx	0	est_4_43		2	6	No	No	Yes	No
129	METRO	3	3_1	par_4_273	273	Villaverde Alto	Calle del Valle de Tobalina 56	40.341238547265704	-3.711893374678	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_273.aspx	0	est_4_273		2	No	No	C-4/C-5	Yes	No
130	METRO	3	3_2	par_4_272	272	San Cristóbal	Avda de Andalucía 81	40.341550927646	-3.69309402162661	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_272.aspx	0	est_4_272		2	No	No	No	Yes	No
131	METRO	3	3_3	par_4_271	271	Villaverde Bajo - Cruce	Avda de Andalucía 38	40.3509055593633	-3.6925539157120904	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_271.aspx	0	est_4_271		2	No	No	No	Yes	No
132	METRO	3	3_4	par_4_270	270	Ciudad de los Ángeles	Avda de Andalucía 38	40.359593385265704	-3.69353785340696	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_270.aspx	0	est_4_270		2	No	No	No	Yes	No
133	METRO	3	3_5	par_4_269	269	San Fermín - Orcasur	Avda de Andalucía 9	40.370004561633	-3.69408038297149	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_269.aspx	0	est_4_269		2	No	No	No	Yes	No
134	METRO	3	3_6	par_4_268	268	Hospital 12 de Octubre	Avda de Córdoba 49	40.375039529054106	-3.69575762430937	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_268.aspx	0	est_4_268		2	No	No	No	Yes	No
135	METRO	3	3_18	par_4_53	53	Moncloa	Plaza de la Moncloa 1	40.4350299167324	-3.71935436177629	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_53.aspx	0	est_4_53		2	6	No	No	Yes	No
136	METRO	3	3_13	par_4_12	12	Sol	Plaza de la Puerta del Sol 6	40.4168864401114	-3.70316633485051	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_12.aspx	0	est_4_12		1	2/3	No	C-3/C-4	Yes	No
137	METRO	4	4_8	par_4_30	30	Goya	Calle de Alcalá 96	40.4245540056606	-3.6758150563135294	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_30.aspx	0	est_4_30		2	2	No	No	Yes	No
138	METRO	4	4_1	par_4_52	52	Argüelles	Calle de Alberto Aguilera 72	40.4306731701139	-3.7158772626413703	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_52.aspx	0	est_4_52		0	3/6	No	No	Yes	No
139	METRO	4	4_6	par_4_59	59	Serrano	Calle de Goya 19	40.4254457627761	-3.6865395926973394	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_59.aspx	0	est_4_59		0	No	No	No	No	No
140	METRO	4	4_7	par_4_60	60	Velázquez	Calle de Núñez de Balboa 33	40.4250443588114	-3.68282220332219	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_60.aspx	0	est_4_60		0	No	No	No	No	No
141	METRO	4	4_9	par_4_62	62	Lista	Calle del Conde de Peñalver 45	40.429178487083895	-3.6753190531640603	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_62.aspx	0	est_4_62		0	No	No	No	No	No
142	METRO	4	4_10	par_4_63	63	Diego de León	Calle de Diego de León 69	40.4346855796707	-3.67486718039424	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_63.aspx	0	est_4_63		0	5/6	No	No	No	No
143	METRO	4	4_11	par_4_64	64	Avenida de América	Avda de América 9 A	40.438045070556996	-3.67655145021933	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_64.aspx	0	est_4_64		0	6/7/9	No	No	No	Yes
144	METRO	4	4_21	par_4_264	264	Hortaleza	Calle del Capitán Cortés 4	40.4753811529415	-3.65248251410407	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_264.aspx	0	est_4_264		2	No	No	No	Yes	No
145	METRO	4	4_23	par_4_263	263	Pinar de Chamartín	Calle de Arturo Soria 330	40.4801467240269	-3.6667097576830296	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_263.aspx	0	est_4_263		2	4	1	No	Yes	No
146	METRO	4	4_12	par_4_65	65	Prosperidad	Plaza de la Prosperidad 4	40.4441998146455	-3.67472649760585	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_65.aspx	0	est_4_65		0	No	No	No	No	No
147	METRO	4	4_14	par_4_67	67	Avenida de la Paz	Avda de Ramón y Cajal 107	40.453548752312706	-3.66109264393027	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_67.aspx	0	est_4_67		0	No	No	No	No	No
148	METRO	4	4_13	par_4_66	66	Alfonso XIII	Calle de López de Hoyos 190	40.4482578849755	-3.66782139286371	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_66.aspx	0	est_4_66		0	No	No	No	No	No
149	METRO	4	4_16	par_4_69	69	Esperanza	Calle de Andorra 51	40.4594553771147	-3.6457235917517	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_69.aspx	0	est_4_69		0	No	No	No	No	No
150	METRO	4	4_17	par_4_70	70	Canillas	Avda de Machupichu 64	40.4638182686618	-3.63550365763955	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_70.aspx	0	est_4_70		2	No	No	No	Yes	No
151	METRO	4	4_18	par_4_71	71	Mar de Cristal	Gta del Mar de Cristal 1 B	40.4694337749576	-3.63823429551767	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_71.aspx	0	est_4_71		2	8	No	No	Yes	No
152	METRO	4	4_22	par_4_265	265	Manoteras	Calle de Bacares 24	40.4768809334754	-3.66280791962602	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_265.aspx	0	est_4_265		2	No	No	No	Yes	No
153	METRO	4	4_3	par_4_9	9	Bilbao	Calle de Sagasta 2	40.429064043816204	-3.70209068081661	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_9.aspx	0	est_4_9		0	1	No	No	No	No
154	METRO	4	4_19	par_4_72	72	San Lorenzo	Avda de la Barranquilla 9	40.474480838499105	-3.6394853713332798	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_72.aspx	0	est_4_72		2	No	No	No	Yes	No
155	METRO	4	4_20	par_4_73	73	Parque de Santa María	Calle de Santa Virgilia 1	40.4771249933619	-3.6451496171439803	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_73.aspx	0	est_4_73		2	No	No	No	Yes	No
156	METRO	4	4_2	par_4_39	39	San Bernardo	Calle de San Bernardo 94	40.4300253572277	-3.705484161975	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_39.aspx	0	est_4_39		0	2	No	No	No	No
157	METRO	4	4_4	par_4_57	57	Alonso Martínez	Plaza de Alonso Martínez 4	40.4277324049997	-3.69585237643945	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_57.aspx	0	est_4_57		0	5/10	No	No	No	No
158	METRO	4	4_15	par_4_68	68	Arturo Soria	Calle de Arturo Soria 172	40.4558384828437	-3.65609098297255	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_68.aspx	0	est_4_68		0	No	No	No	No	No
159	METRO	4	4_5	par_4_58	58	Colón	Plaza de Colón 2	40.4254287181432	-3.69091289526203	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_58.aspx	0	est_4_58		0	No	No	C-1/C-2/C-7/C-8/C-10	No	No
160	METRO	5	5_14	par_4_57	57	Alonso Martínez	Plaza de Alonso Martínez 4	40.4277324049997	-3.69585237643945	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_57.aspx	0	est_4_57		0	4/10	No	No	No	No
161	METRO	5	5_16	par_4_11	11	Gran Vía	Calle   Gran Vía 23	40.4200213672871	-3.7017137637423096	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_11.aspx	0	est_4_11		0	5	No	No	No	No
162	METRO	5	5_17	par_4_49	49	Callao	Plaza del Callao 3	40.4201420432192	-3.70556950258325	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_49.aspx	0	est_4_49		2	3	No	No	Yes	No
163	METRO	5	5_10	par_4_28	28	Ventas	Calle de Alcalá 204	40.430895154450795	-3.66357049769178	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_28.aspx	0	est_4_28		0	2/6	No	No	No	No
164	METRO	5	5_18	par_4_36	36	Ópera	Plaza de Isabel II 9	40.418101019271795	-3.70933182480635	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_36.aspx	0	est_4_36		0	2/R	No	No	No	No
165	METRO	5	5_24	par_4_95	95	Urgel	Calle del Camino Viejo de Leganés 1	40.3933646209844	-3.7235178213393803	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_95.aspx	0	est_4_95		0	No	No	No	No	No
166	METRO	5	5_7	par_4_78	78	Pueblo Nuevo	Calle de Alcalá 372	40.4357065125315	-3.6427374356603597	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_78.aspx	0	est_4_78		0	7	No	No	Yes	No
167	METRO	5	5_32	par_4_103	103	 Casa de Campo	Ctra del Zoo 1	40.4032505862068	-3.76092145290442	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_103.aspx	0	est_4_103		2	10	No	No	Yes	No
168	METRO	5	5_1	par_4_252	252	Alameda de Osuna	Calle de la Corbeta 14	40.4578023713901	-3.58743346703206	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_252.aspx	0	est_4_252		2	No	No	No	Yes	No
169	METRO	5	5_2	par_4_253	253	El Capricho	Calle de Pinos de Osuna 15	40.4534809948886	-3.59391751685776	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_253.aspx	0	est_4_253		2	No	No	No	Yes	No
170	METRO	5	5_3	par_4_74	74	Canillejas	Calle de Alcalá 631	40.4494344894198	-3.6080683550470494	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_74.aspx	0	est_4_74		0	No	No	No	No	No
171	METRO	5	5_4	par_4_75	75	Torre Arias	Calle de Alcalá 557	40.44375707642	-3.6169080373219002	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_75.aspx	0	est_4_75		0	No	No	No	No	No
172	METRO	5	5_5	par_4_76	76	Suanzes	Calle de Alcalá 527	40.440857310550605	-3.62675064935866	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_76.aspx	0	est_4_76		0	No	No	No	No	No
173	METRO	5	5_6	par_4_77	77	Ciudad Lineal	Calle de Arturo Soria 2	40.438056688068	-3.63806717052867	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_77.aspx	0	est_4_77		0	No	No	No	No	No
174	METRO	5	5_25	par_4_96	96	Oporto	Gta del Valle de Oro 13	40.3884782901477	-3.73122978743281	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_96.aspx	0	est_4_96		0	6	No	No	No	No
175	METRO	5	5_23	par_4_94	94	Marqués de Vadillo	Gta del Marqués de Vadillo 4	40.397367184489106	-3.7158660838453597	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_94.aspx	0	est_4_94		0	No	No	No	No	No
176	METRO	5	5_8	par_4_79	79	Quintana	Calle de la Virgen del Sagrario 2	40.4335911616991	-3.6472681507341598	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_79.aspx	0	est_4_79		0	No	No	No	No	No
177	METRO	5	5_9	par_4_80	80	El Carmen	Calle de Raquel Méller 2	40.4319028881345	-3.65748523922342	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_80.aspx	0	est_4_80		0	No	No	No	No	No
178	METRO	5	5_12	par_4_83	83	Núñez de Balboa	Calle de Juan Bravo 20	40.432794010970504	-3.6824879521034104	A	http://www.crtm.es/tu-transporte-publico/metro/estaciones/4_83.aspx	0	est_4_83		0	9	No	No	No	No
