abandonado	1.68
abejas	3.18
aborto	2.80
abrasador	2.46
abrazo	8.13
abrumado	2.90
absurdo	3.80
abundancia	6.80
aburrido	2.33
accidente	1.32
ácido	3.41
acogedor	7.64
acontecimiento	5.99
acre	4.23
activar	6.00
acuerdo	7.24
acurrucarse	6.98
adicto	2.41
adinerado	6.21
admirado	7.33
adorable	7.48
adulto	5.68
afectar	3.48
afecto	8.10
afianzar	5.93
afligido	1.96
afortunado	7.71
agilidad	6.73
agobiado	2.06
agonía	1.74
agradecido	7.84
agresión	1.67
agresivo	1.96
agua	7.47
aguanieve	5.11
aguja	3.18
ahogarse	1.32
ahorrar	6.40
aire	6.83
alba	7.48
alcohólico	2.01
alegre	8.41
alergia	4.01
alerta	3.69
almohada	6.79
amabilidad	8.22
amable	7.81
amado	7.99
amanecer	8.01
amarillo	5.67
ambición	5.01
ambulancia	2.34
amenaza	1.99
amigable	8.14
amigo	8.41
amor	8.50
ampolla	2.54
ángel	6.87
angustiado	1.67
anhelo	4.42
ánimo	7.36
ansioso	3.63
aplastado	2.28
aplausos	7.67
aprender	7.13
aprobación	7.11
apuros	2.61
araña	3.07
árbol	6.53
arco-iris	7.39
arma	1.81
armario	5.10
arrepentido	4.50
arrogante	2.07
arte	7.09
as	6.41
ascensor	4.99
asediado	2.40
asesinar	1.18
asesino	1.23
asfixiarse	1.48
asiento	5.70
asombrado	5.52
áspero	3.27
asqueado	1.81
asqueroso	1.86
astronauta	5.67
asustado	2.54
ataúd	1.63
aterrorizado	1.96
ático	6.74
atracador	2.02
atrevido	6.51
atrocidad	1.74
aurora	7.29
autobús	4.51
avalancha	2.46
avaricia	2.44
avenida	4.86
aventura	7.76
avergonzado	2.51
avión	6.13
avispa	2.54
azúcar	6.68
azul	7.01
bailarín	7.14
bala	2.01
bancarrota	1.63
banco	5.14
bandera	4.92
bañera	6.76
baño	7.21
bar	6.53
barco	6.00
barril	4.73
bastardo	2.89
basto	3.07
bastón	3.83
basura	2.06
bebé	7.60
bebida	6.26
belleza	7.47
bendecir	5.70
beso	8.43
bestia	2.80
blanco	6.10
blasfemia	2.79
boda	6.87
bodega	5.23
bofetada	2.06
bomba	1.42
bombilla	5.29
botella	5.10
boxeador	3.62
brazo	5.37
brillante	7.03
brío	5.78
brisa	7.31
brutal	1.90
buceador	5.52
bueno	7.92
búho	5.92
bulto	3.10
burla	2.20
caballo	6.36
cable	4.53
cachorro	7.21
cadáver	1.41
caída	2.26
calidad	6.78
callado	4.03
calle	5.53
callejón	3.46
calmar	6.60
calor	5.92
cama	7.71
camión	4.67
campeón	7.29
campo	7.23
cáncer	1.23
canción	8.01
cansado	2.47
cañón	2.74
caos	2.00
capaz	7.52
capricho	5.92
cara	6.02
caramelo	7.33
cárcel	1.87
caricia	8.27
cariñoso	8.41
carretera	5.00
carro	4.53
carroña	2.08
carta	6.79
casa	7.03
cascada	7.20
casino	4.84
casita	6.69
castigo	1.87
celos	2.27
célula	4.91
cementerio	2.06
cena	6.58
cerdo	3.71
césped	6.31
cesta	5.18
chaleco	4.92
champiñón	4.88
chantaje	2.13
chica	5.97
chico	7.13
chiflado	4.03
chillido	2.78
chiste	7.20
chocolate	7.72
choque	2.01
cicatriz	3.01
ciclón	2.13
ciego	2.41
cielo	7.56
ciempiés	4.12
cieno	3.77
circo	6.20
círculo	4.82
cirugía	3.08
ciudad	5.66
cobarde	2.56
coche	6.67
cocina	5.71
cocinero	5.99
codo	4.59
coito	7.26
cólera	2.11
color	6.77
columna	4.71
comedia	7.71
comer	7.18
comida	6.77
comprometido	6.23
concentrado	6.12
conejito	6.46
conejo	6.18
confianza	7.78
confort	8.04
confuso	2.78
conocimiento	7.73
considerado	6.99
consigna	4.79
consolado	5.54
contaminar	1.58
contenido	5.21
contexto	5.00
convencido	6.51
coqueto	5.79
corazón	6.64
corcho	4.93
cordero	5.38
corona	5.21
corredor	4.08
correo	6.43
corrupto	2.08
corte	2.88
cortesía	6.92
cortina	4.79
costa	7.23
costumbre	5.43
cotilleo	4.19
cráneo	4.42
crepe	6.88
crepúsculo	6.32
criatura	5.93
crimen	1.64
criminal	1.77
crisis	1.88
crucificar	1.87
cruel	1.77
cuadrado	4.87
cucaracha	2.57
cuchillo	2.86
cuenco	5.01
cuerpo	6.02
culpa	2.09
culpable	2.36
cumpleaños	7.54
cura	4.52
curar	7.66
curioso	5.62
daga	3.66
daño	1.80
débil	2.56
decepcionar	1.57
decorar	6.83
dedicado	6.51
dedo	4.86
defendido	6.17
deforme	2.23
deleite	7.23
delicado	5.64
demente	2.27
demonio	2.91
dentista	3.00
deportes	6.56
depresión	1.56
deprimido	1.50
desagrado	2.21
desanimado	2.16
desastre	1.60
descanso	7.52
descomposición	1.94
desdén	3.08
desdeñoso	2.66
desenfadado	6.26
deseo	7.98
desertor	3.38
desesperado	2.00
desleal	1.74
deslumbramiento	4.38
desnudo	5.48
desordenado	3.33
despedazar	2.52
desperdicio	2.70
despreciar	1.98
despreocupado	5.07
destrucción	1.50
destruir	2.09
desventaja	2.34
desvestido	5.12
detalle	6.33
detestar	2.18
deuda	1.92
devoto	4.22
diablo	2.70
diamante	6.69
dicha	6.70
dificultar	2.21
digno	7.00
dinero	7.46
díos	5.59
diploma	7.46
disgustado	2.19
distante	2.73
disturbio	2.57
diversión	8.32
divorcio	2.28
doctor	4.77
dólar	5.68
dolencia	1.83
dolor	1.61
dormir	7.79
duro	4.24
edificio	4.97
educación	7.07
efectivo	6.80
egoísta	2.12
ejecución	2.48
ejercicio	5.70
ejército	2.49
electrodoméstico	5.10
elegante	7.23
empleo	6.34
enamorado	8.33
encanto	7.68
enérgico	7.16
enfadado	2.20
enfado	2.50
enfermedad	1.51
enfermera	4.83
enfermo	1.61
enfurecido	2.02
engaño	1.89
engreído	2.16
ensalada	6.12
entierro	1.36
entrometido	2.72
entusiasmo	7.86
erótico	7.44
error	2.62
erudito	5.83
escándalo	3.47
escéptico	4.22
esclavo	1.62
esconder	3.63
escopeta	2.32
escorbuto	2.22
escoria	1.87
escorpión	2.86
escritor	6.47
esfera	5.27
espacio	6.30
espantoso	2.18
esperanza	8.11
esperanzado	7.41
espina	2.64
espíritu	5.51
esposa	5.61
esposo	6.03
espuma	6.47
esquina	4.47
estancado	2.63
estatua	5.32
estiércol	2.02
estómago	4.39
estrella	7.52
estremecerse	3.67
estrés	1.83
estufa	6.37
estúpido	2.60
eufórico	6.80
excelencia	6.01
excitado	6.50
excusa	3.14
éxito	7.69
exquisito	7.44
éxtasis	4.76
exterior	6.41
extraordinario	7.37
extraterrestre	4.66
fácil	6.92
falso 	1.73
fama	5.46
famélico	2.12
familia	8.18
famoso	5.18
fantasía	7.39
faro	5.48
farol	4.93
fascinar	7.42
fase	4.82
fastidiar	2.26
fatigado	2.61
favor	6.58
feliz	8.37
feo	3.08
festivo	7.97
fétido	2.14
fiebre	1.86
fiesta	8.26
firmamento	7.79
flemón	1.96
flexible	5.91
flor	7.34
florecer	7.49
fofo	3.01
folleto	4.79
follón	2.62
fortuito	5.89
fracaso	1.64
fragancia	7.76
fraude	1.86
frío	3.21
frustrado	1.88
fuego	5.00
fuerte	6.30
funeral	1.48
furcia	2.66
fusil	2.08
ganancias	7.58
ganar	7.84
gangrena	1.68
gatito	6.96
gato	6.13
gélido	3.28
género	4.87
generoso	7.57
genial	7.98
gente	6.53
gérmenes	1.78
gimnasta	5.91
glaciar	5.76
glamour	5.94
gloria	6.90
goce	8.09
golfista	4.43
golpe	2.33
gordo	3.56
graduado	7.09
granada	3.42
granja	5.53
grave	1.89
grito	3.39
grosero	2.22
guapa	7.22
guapo	7.79
guardería	6.59
guerra	1.23
guillotina	1.87
guiño	6.93
gusano	2.99
habitante	5.91
hábito	4.84
halcón	5.29
hambriento	3.12
hamburguesa	5.78
harto	2.73
hastío	2.46
hedor	1.91
heno	5.00
heridas	2.07
herido	1.98
hermano	7.81
hermoso	7.61
heroína	3.61
herramienta	4.58
hervir	4.81
hierro	4.44
historia	5.37
hogar	7.63
hombre	6.91
homicida	1.68
honesto	7.52
hongo	2.91
honor	7.36
hornear	5.47
horquilla	5.11
horror	1.68
hospital	2.07
hostil	2.20
hotel	6.39
huevo	5.01
humano	6.67
humilde	6.59
humillar	1.68
humor	7.70
huracán	2.28
idea	7.36
identidad	6.20
idiota	2.56
ídolo	6.29
iglesia	3.77
ignorancia	2.00
imaginar	7.58
imparcial	4.68
impotente	1.98
impresionado	6.09
incentivo	7.39
incomodidad	2.16
incordio	2.29
indefenso	1.89
indiferente	3.98
industria	4.21
infección	1.69
infeliz	1.43
inferior	2.50
infiel	1.70
infierno	2.47
ingenio	7.34
inmaduro	3.18
inmoral	2.86
inocente	6.31
inquieto	4.47
insecto	3.24
inseguro	2.18
insolente	2.44
inspirado	7.04
inspirar	7.17
insulto	2.33
intelecto	6.56
interés	6.57
íntimo	7.46
intruso	2.36
inundación	1.99
inútil	2.09
invasor	2.52
invertir	5.27
invitación	7.86
irritar	1.93
jaqueca	1.58
jardín	7.99
jarra	4.81
joven	7.71
jovial	7.23
joya	6.51
júbilo	7.61
jubiloso	7.44
juego	6.94
juguete	6.72
justicia	7.00
juventud	7.82
ketchup	4.76
ladrón	1.93
lago	7.19
lámpara	5.42
lánguido	3.00
lápiz	4.98
lástima	1.79
lavabo	4.72
leal	7.73
leche	5.83
lento	3.71
león	4.98
lepra	1.42
lesbiana	5.37
lesión	1.92
leyenda	6.70
liberación	7.97
libertad	8.54
libre	8.28
libro	6.42
licenciado	7.56
líder	5.47
liga	5.38
linterna	5.11
liso	5.40
litro	5.07
llano	5.18
llave	5.57
lloriqueo	2.22
lluvia	4.52
lóbrego	3.39
loco	3.41
logro	8.01
lotería	6.98
lucha	2.40
lujo	6.51
lujuria	5.43
madre	8.19
maestro	5.50
magdalena	6.27
mágico	7.17
magistral	6.34
malaria	1.81
maleducado	2.21
maletero	4.21
malicia	2.08
maltrato	1.39
malvado	1.80
manera	5.00
manguera	5.26
maníaco	1.88
maniquí	4.38
mano	6.04
manosear	3.99
manso	5.90
mantequilla	5.20
máquina	4.44
maquinilla	4.22
maravilla	7.96
mareado	2.01
mariposa	6.74
mariquita	5.80
martillo	4.38
masacre	1.32
mascota	7.33
masturbarse	5.79
matanza	1.66
material	5.01
medicina	5.38
mejorar	7.46
melodía	7.71
memoria	6.41
mendigo	2.92
menosprecio	1.72
mente	6.41
mentira	1.88
mentón	4.67
mercado	5.41
mermelada	5.93
mes	5.03
mesa	4.80
metal	4.98
método	5.07
miedoso	2.57
miel	5.46
milagro	6.84
millonario	6.57
miseria	1.47
místico	5.64
modesto	6.31
moho	2.61
molde	4.76
molestar	2.33
molestia	2.17
molino	5.36
momento	6.00
moneda	6.01
monja	3.79
mono	5.29
montaña	6.49
moral	6.12
morboso	4.29
morgue	2.71
mosquito	2.54
motor	4.83
movilidad	7.16
mucosidad	2.58
mueca	5.20
muerte	1.23
muerto	1.17
mugre	1.93
mujer	6.40
muleta	2.87
multa	1.98
mundo	6.57
muñeca	6.24
musculoso	5.04
museo	6.26
música	8.16
mutación	3.27
mutilar	1.36
nadador	5.92
narcótico	2.92
natural	7.17
naturaleza	8.03
navidad	6.69
néctar	6.10
negligencia	1.88
negro	4.87
nene	7.36
nervioso	3.26
neurótico	2.57
nevera	5.44
nieve	7.00
niño	7.34
nombre	5.72
noticias	5.16
novia	6.63
novio	7.49
nubes	6.37
nublado	3.27
nudo	3.96
nutrir	6.30
obedecer	3.84
obesidad	2.28
obsceno	2.51
obsequio	7.80
obsesión	2.78
ocaso	6.39
océano	7.54
odiar	1.86
odio	1.74
ofender	2.10
oficina	4.09
olla	4.66
opción	6.08
opinión	6.34
oportunidad	7.91
optimismo	8.31
ordenado	6.57
ordenador	5.50
orgasmo	8.06
orgullo	5.12
orgulloso	5.53
orina	2.82
oro	6.68
orquesta	6.24
oscuro	3.71
otoño	5.17
oxidado	3.11
paciente	4.36
padre	7.00
pájaro	6.43
palacio	6.91
paloma	6.32
pancarta	5.49
pánico	1.53
pantano	3.97
pañuelo	4.33
papel	4.98
paraguas	4.27
paraíso	8.24
parálisis	1.33
pareja	7.91
parte	4.66
pasaje	5.23
pasillo	4.37
pasión	7.84
pasta	6.22
pastel	7.18
patente	4.77
patriota	4.91
pausado	5.19
paz	8.11
pecado	3.92
pecaminoso	3.66
película	7.14
peligro	2.02
pellizco	3.17
pena	1.60
pene	5.93
penoso	2.13
pensamiento	5.91
perdedor	2.10
perdido	2.28
perezoso	3.62
perfección	6.58
perfume	7.03
perro	6.50
persona	6.89
perverso	2.59
pervertido	1.96
pesadilla	1.80
pesar	3.04
pesaroso	2.86
pescado	5.70
pesimismo	2.06
peste	1.53
pezón	6.14
pie	4.67
piel	6.19
pieza	4.84
pinchazo	2.18
pintura	6.20
piojo	1.97
piojos	1.90
pirotecnia	5.06
pistola	1.83
pitón	2.93
pizza	7.07
placer	8.48
planta	6.46
playa	8.07
pleito	2.81
pobreza	1.54
poder	5.73
poderoso	5.37
podrido	1.91
poesía	7.23
ponzoña	3.39
porquería	1.66
póster	5.49
pradera	7.49
precipicio	2.60
predominante	4.70
prenda	5.88
presión	2.70
prestigio	7.17
primavera	7.53
prisión	1.98
privacidad	6.08
problema	1.89
progreso	7.29
promoción	5.89
protegido	6.69
publicación	5.31
pueblo	6.52
puerta	5.07
puntapié	3.24
pus	1.70
puta	3.24
putrefacto	1.64
queja	2.84
quemadura	1.76
queroseno	3.19
rabia	2.33
radiador	5.50
radiante	7.43
radio	6.29
ramo	6.42
rana	4.23
rancio	2.41
rápido	5.71
rapto	1.67
raro	4.24
rascacielos	4.73
rata	2.67
rebelde	4.56
recado	4.43
rechazado	1.94
recogedor	4.22
recompensa	7.60
reconocido	6.11
recuerdos	6.96
refrigerio	5.18
regalo	7.91
rehén	1.74
reina	4.91
relajado	7.53
relámpago	3.98
reloj	4.96
repisa	4.73
reptil	3.41
repugnante	1.78
rescate	7.27
resentirse	2.29
reservado	4.50
respeto	7.27
respetuoso	7.63
respuesta	5.79
restaurante	6.72
retrasado	2.84
reunión	5.62
reverente	4.59
revólver	2.13
revuelta	3.23
rey	4.98
rifle	1.92
rígido	3.39
riña	2.16
río	7.03
riqueza	7.04
risa	8.34
roca	4.92
rojo	5.93
romántico	7.99
roña	1.94
ropa	6.69
roto	3.02
rubio	5.28
ruidoso	2.63
sabio	7.14
sabor	6.88
salud  	7.74
saludar	6.61
saludo	6.86
salvador	6.89
sangriento	1.42
santo	4.87
sarampión	1.84
satisfecho	7.88
secador	5.01
seda	6.73
seguro	7.48
seno	5.81
sentimiento	7.36
serio	3.80
serpiente	3.07
sexo	7.76
sexy	7.33
sífilis	1.60
silbato	4.21
silla	5.03
simpático	7.94
snob	3.14
sobrecogido	3.00
sobresaltado	4.01
sociable	7.56
soga	2.01
sol	7.90
soleado	8.14
soledad	2.50
solemne	4.58
solitario	2.68
solo	2.76
sombra	4.03
sombrero	4.87
sonajero	6.06
sorprendido	6.29
soso	2.49
sospechoso	3.07
spray	4.17
suave	7.04
suburbio	2.50
suciedad	1.98
sucio	1.91
sueño	6.60
suicidio	1.24
sustento	5.49
tabaco	3.18
tablero	4.80
taburete	4.79
talento	7.44
tanque	2.39
tarta	7.26
taxi	4.64
tela	5.11
temeroso	2.67
temor	1.96
temperamental	4.27
tenedor	4.80
tenis	5.81
tenso	2.73
tenue	5.23
teoría	4.59
termita	3.40
termómetro	4.28
terrible	1.49
terrorista	1.51
tesoro	7.27
tiburón	3.07
tiempo	5.27
tierno	7.91
tierra	5.63
tieso	3.68
tijeras	4.18
tímido	4.17
tinta	4.62
tobillo	4.60
tobogán	6.54
tolerante	7.66
tonada	5.00
tontería	4.19
tonto	3.30
tormenta	4.14
tornado	2.24
torpe	3.09
torre	5.16
tortura	1.24
tóxico	1.77
tragedia	1.64
traicionar	1.58
traidor	1.53
trampolín	5.69
tranquilo	6.86
trauma	1.66
travesía	5.44
travesura	6.03
triste	2.00
triunfante	7.51
triunfo	7.89
trofeo	7.30
trompeta	5.19
tumba	1.74
tumor	1.34
turbio	2.81
úlcera	1.70
unidad	5.50
utensilio	4.78
útil	7.24
vaca	5.41
vacación	8.52
vacilar	3.83
vagina	5.00
valiente	7.49
vampiro	3.49
vándalo	2.49
vanidad	2.83
vehículo	6.33
velero	6.41
veloz	5.99
vencedor	7.39
vencido	2.20
venda	4.14
veneno	1.67
ventaja	6.90
ventana	5.88
verdad	7.78
verde	6.43
vergonzoso	3.14
vertedero	2.20
vestido	6.32
viajes	7.84
víctima	1.74
victimismo	2.48
victoria	7.93
vida	8.07
vidrio	4.64
vigilante	4.83
vigoroso	5.99
vino	4.88
violación	1.11
violento	1.69
violín	6.14
virgen	4.66
virtud	7.27
viruela	1.77
visión	6.82
vívido	5.70
vivo	8.07
volcán	3.52
vómito	1.76
yate	6.57
zafiro	6.71
zurra	1.96
